sentimento,empresa,texto,,,
negative,American,@AmericanAir @nrosenb1 it says changes can't be made online,,,
negative,American,@AmericanAir what's the status of flights for Tuesday out of Dallas??,,,
negative,American,"@AmericanAir Hey you Cancelled Flightled my flight, and I can't get someone on the phone to rebook (2 hour wait minimum). Can I get some service?",,,
negative,American,"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc",,,
negative,American,"@AmericanAir @USAirways and our meals are also on us, because this company does not care about their #customers. Truly disgraceful.",,,
negative,American,@AmericanAir by far the best example of the worst company @Cowboycerrone,,,
negative,American,"@AmericanAir @USAirways cost me a day of vacation ($350 hotel stay), day of dog boarding, and a day of airport parking.",,,
negative,American,@AmericanAir Got my bags this morning! Thanks!,,,
negative,American,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!",,,
negative,American,@AmericanAir @USAirways and the way I have been spoken to by #DFW and #Mia employees is truly disgusting. Save the pain fly with anyone else,,,
negative,American,@AmericanAir I'm home &amp,,,
negative,American,@AmericanAir thx for losing my bag. How hard is it to care for a bag w PRIORITY on it?why do u cont to not care for EP's?,,,
negative,American,@AmericanAir ok no worries. Thanks for the straight story. It's appreciated.,,,
negative,American,@AmericanAir Thank you for the response.  When I book I've tried my AA number and my US Airways number and each time it doesn't pick it up,,,
negative,American,@AmericanAir to my destination. After waiting 2 hours and missing our second flight with them. Our #luggage made the flight though...,,,
negative,American,@AmericanAir flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?,,,
negative,American,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,,,
negative,American,@AmericanAir cost me 1 day of #vacation ($350) and all I got was a rude woman tell me to go to another country and figure out how to get...,,,
negative,American,"@AmericanAir You should really help @Cowboycerrone out, you are getting a TON of bad publicity right now #WillNeverFlyWithYou",,,
negative,American,@AmericanAir flight number #2386,,,
negative,American,@AmericanAir it looks like a mistake,,,
negative,American,@AmericanAir lost @LeslieWolfson luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr,,,
negative,American,@AmericanAir wow that's helpful.,,,
negative,American,@AmericanAir at the gate when I get off the plane?,,,
negative,American,@AmericanAir can you take care @Cowboycerrone please.  Thanks,,,
negative,American,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,,,
negative,American,@AmericanAir no worries you're swamped I know just dmd back THANK U,,,
negative,American,@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass,,,
negative,American,"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?",,,
negative,American,@AmericanAir but at least your automated message gives me info about your merger w/ @USAirways. Another airline I know to avoid.,,,
negative,American,@AmericanAir done. I hope you can offer something.,,,
negative,American,"@AmericanAir that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. #FlyDelta",,,
negative,American,@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE 😤#ANGRY,,,
negative,American,@AmericanAir why don't you take care of @Cowboycerrone flight screw ups,,,
negative,American,@AmericanAir wht n 👎 experience w/aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv.?,,,
negative,American,@AmericanAir Any info for Cancelled Flightled flight 1046 tomorrow morning out of DFW? Can't get calls through to speak with anyone.,,,
negative,American,@AmericanAir ticks me off.,,,
negative,American,@AmericanAir  my fly is 1579  if do you have some news,,,
negative,American,“@AmericanAir Thanks for info on super large passengers- the extra seat Mr. Big needed was the one i was sitting in already #customerservice,,,
negative,American,"@AmericanAir today, after 6 yrs., no longer my preferred airline.",,,
negative,American,"@AmericanAir Thanks. Two hours to go inflight, then hotel.  Hang in there with all the DFW travel delays AA team.",,,
negative,American,"@AmericanAir - Appreciate your system is busy but when I call, having your automated system hang up on me is not helpful.",,,
negative,American,"@AmericanAir next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in",,,
negative,American,"@AmericanAir Nope, I have not been rebooked.",,,
negative,American,@AmericanAir online flight notification is down.,,,
negative,American,@AmericanAir - I am Platinum.  I am flying USAir and they have stranded me in CLT.  Not answering phones. Did not rebook me.  Please help?,,,
negative,American,@AmericanAir is AA951 to São Paulo taking off today? Your colleagues won't tell us any thing,,,
negative,American,"@AmericanAir flight 1388 tomorrow 5:15 am, status please, thanks",,,
negative,American,@AmericanAir you can't change my flights and not have enough operators to handle calls.... #unacceptable #AmericanAirlines,,,
negative,American,@AmericanAir You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.,,,
negative,American,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,,,
negative,American,"@AmericanAir I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen",,,
negative,American,@AmericanAir how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ. #WhyAreYouYelling,,,
negative,American,"@AmericanAir Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?",,,
negative,American,@AmericanAir any luck?,,,
negative,American,@AmericanAir Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2,,,
negative,American,@AmericanAir it's been almost 3 days and it's still frozen. Thanks doll 😘😑,,,
negative,American,@americanair line of 100+ people to rebook at MIA now. Virtual hold on rebook line just hangs up during call back. http://t.co/Upaz1eF3Dl,,,
negative,American,@AmericanAir found out my flight tomorrow was Cancelled Flightled &amp,,,
negative,American,"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you",,,
negative,American,@AmericanAir Thanks for your canned response that makes it look like you care about your customers. I'm sure all Twitter users fall for it..,,,
negative,American,"@AmericanAir Yes, but should be able to get a push notification via the app if I’m logged in and on a trip. Email/text is so 2010 😥.",,,
negative,American,@AmericanAir @Cowboycerrone  ratchet airway!. ......,,,
negative,American,@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?,,,
negative,American,"@AmericanAir is the new @SpiritAirlines, and both are worse than taking the @GreyhoundBus #americanairlines #nocustomerservice #fail",,,
negative,American,@AmericanAir My flight tomorrow from SLC to DFW AA304 Cancelled Flighted. Can you help me get there?,,,
negative,American,@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.,,,
negative,American,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,,,
negative,American,@AmericanAir have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?,,,
negative,American,"@AmericanAir I already landed! But, if you still care it was 1891. Thanks for the help though!, do you k ow what caused the failure?",,,
negative,American,@AmericanAir one staff on desk. Now been queuing for over an hr.,,,
negative,American,@AmericanAir anything you can do?,,,
negative,American,"@AmericanAir and even worse, by the time you responded to my tweets I took two flights over five hours. And that was the quickest response!",,,
negative,American,@AmericanAir on top of that my online record was unavailable as well and then couldn't get anyone on the phone.,,,
negative,American,@AmericanAir My ex-boyfriend picks up my calls more than you do! #Cancelled Flightedflight #nocustomerservice #americanairlines #FAIL,,,
negative,American,"@AmericanAir Hey AA, a suggestion: Note on your seat maps what seats have electronics box blocking legroom. AA215 http://t.co/hcNN0wXQQr",,,
negative,American,@AmericanAir why are you still selling tickets when you haven't rebooked people to arrive at their destinations on time?,,,
negative,American,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️,,,
negative,American,@AmericanAir #AmericanView Sweet Home Chicago http://t.co/J6icLV8DTs,,,
negative,American,"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",,,
negative,American,@AmericanAir @ti2469 oh shiz i'm only 40 minutes into my wait after the first 3 hour barrier ...unbelievable,,,
negative,American,@AmericanAir wow @AmericanAir still screw n stuff up,,,
negative,American,@AmericanAir I just checked the app and it said my flight had been moved back a day? No explanations why. No answer on the 800 number.,,,
negative,American,@AmericanAir employees are racist!!!!!,,,
negative,American,"@AmericanAir this is pathetic customer service. Why have bag tags, barcodes and computers if your response is, ""not yet located""?",,,
negative,American,"@AmericanAir i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane""",,,
negative,American,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,,,
negative,American,@AmericanAir not yet. I'm next in the terminal a customer service area.,,,
negative,American,"@AmericanAir and it gets better...other passengers rebooked direct on other airlines. #whereisthelove 
#whybeAAFF?",,,
negative,American,"@AmericanAir I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation, and I've been on hold for more than 3 hours.",,,
negative,American,@AmericanAir you have let me down. Seriously. #unhappycustomer,,,
negative,American,@AmericanAir @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?,,,
negative,American,@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,,,
negative,American,@AmericanAir due to gate agents I missed my connecting flight to Mexico City...not a happy customer AA- let's correct this,,,
negative,American,@AmericanAir she doesn't have Twitter.,,,
negative,American,@AmericanAir at some point u need to tell passengers what is going on. At Jfk waiting to get on flight it is a mess.,,,
negative,American,"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",,,
negative,American,"@AmericanAir seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral.",,,
negative,American,"@AmericanAir your gate agents at DFW gate B16 are pathetic tonight.  Terrible communication, stories changing and apathetic",,,
negative,American,@AmericanAir I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU,,,
negative,American,"@AmericanAir yea no worries. I'm just going home to Denver. Not your fault, weather sucks bad.",,,
negative,American,@AmericanAir I've been tryin to use my voucher to book a flight the last 2days. Lines are busy. Plse help me?The flight may go up.,,,
negative,American,"@AmericanAir Yes, thanks for checking. Very cramped, but got on &amp; made it safely. Flying back tomorrow at 1pm. http://t.co/CSddCCMvbD",,,
negative,American,@AmericanAir  is the worst airline to ever travel with!!!! The worst!! They're equivalent to DIRT!!!!!!,,,
negative,American,@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,,,
negative,American,@AmericanAir pretty bad at #DFW no updates two flights behind doors open breeze no America airlines workers http://t.co/6MBK79mdnW,,,
negative,American,@AmericanAir Great - thank you.,,,
negative,American,@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers,,,
negative,American,@AmericanAir I'm getting calls from 1-800-433-7300 but the calls seem to drop instantly. Is there any alternate avenue for resched. support?,,,
negative,American,@AmericanAir Supposed to arrive at my destination tonight. American rebooks me for Wednesday? Where am I staying until then?,,,
negative,American,@AmericanAir @USAirways how can you have no food on a 4 hour flight 528 from Columbus to Phoenix? Starving and Pissed off. Can't eat Go Go!,,,
negative,American,"@AmericanAir jal and cathay pacific so no, I can't do it online.",,,
negative,American,@AmericanAir what is the status of flight 1675 tomorrow,,,
negative,American,@AmericanAir 4828 but I just missed it because no one is at the gate to marshall us in so now I have to rent a car &amp,,,
negative,American,@AmericanAir The pilot told us they would release bags as well as offer hotel vouchers. Neither happened.,,,
negative,American,@AmericanAir my understanding is they were able and did for many other flights but chose not to for this one.,,,
negative,American,@AmericanAir Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!,,,
negative,American,@AmericanAir 37 minutes??????,,,
negative,American,@AmericanAir  having trouble getting rebooked,,,
negative,American,"@AmericanAir I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩",,,
negative,American,@AmericanAir AA45 ... JFK to LAS.,,,
negative,American,@AmericanAir I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,,,
negative,American,"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?",,,
negative,American,@AmericanAir Need to go frm TPA to MCI tmrw &amp,,,
negative,American,@americanair Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.,,,
negative,American,@AmericanAir no gate agent after 30 minutes to let us off the plane???? WTW / grounds crew is here / hope you're ready to cover my delay,,,
negative,American,@AmericanAir You can't even get someone on the phone. Great story for the media.,,,
negative,American,"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!",,,
negative,American,@AmericanAir finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.,,,
negative,American,@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,,,
negative,American,@AmericanAir guys 5350 in dfw  stuck at the gate for half an hour.  Do we pull the slide or what?,,,
negative,American,@AmericanAir plz kys I have been sitting in this plane for an hour I want to leave,,,
negative,American,@AmericanAir after all that weve been through today as a courtesy to not allow a passenger with an oxgen tank sit up there is bad business,,,
negative,American,@AmericanAir Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.,,,
negative,American,@americanair I finally got someone on the phone so no worries!,,,
negative,American,@AmericanAir it that you say is going to help us? Give me a number to call that isn't a recording w a 2 hour wait time!,,,
negative,American,@AmericanAir ok. Pilots are looking for agents  - they jumped out / FLT 5350 #DFW / this is crazy,,,
negative,American,@AmericanAir no you're not you're trying to book me PAST when i need 2 arrive but you're still selling seats on the day I'm trying 2 travel,,,
negative,American,@AmericanAir because you won't get our bags for us because you said they would go on to Cincinnati even though we can't. Who exactly is,,,
negative,American,@AmericanAir you all should really be ashamed. The entire business class cabin is empty and almost all of first class...,,,
negative,American,@AmericanAir You could only get us on a flight 30 minutes before the funeral starts. We're stranded in Dallas w/o luggage for 2 days,,,
negative,American,"@AmericanAir just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service",,,
negative,American,"@AmericanAir Thanks - I note some, but not all, flights are Cancelled Flightled - are only some aircraft/runways working out of DFW today/tomorrow?",,,
negative,American,@AmericanAir we knew it was not going to leave but we had 6 hours waiting... that was the hurry..,,,
negative,American,@AmericanAir we tried. We are headed to a funeral in Cincinnati and your people didn't even tell us we could get on standby.,,,
negative,American,@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,,,
negative,American,@AmericanAir i will be writing a very detailed letter to you all about this experience today. I have never experienced such awful cs ever,,,
negative,American,"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving",,,
negative,American,@AmericanAir delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?,,,
negative,American,@AmericanAir would have been nice if the agents were at the very least courteous since the delay was AA's fault,,,
negative,American,@AmericanAir Your logo looks like 3D glasses.,,,
negative,American,@AmericanAir no private msg me and will provide details...u really need customer svc training for your staff,,,
negative,American,@AmericanAir and let FLT 2350 know I'm coming / gate crew have yet to arrive to let us off FLT 5350 #DFW,,,
negative,American,@AmericanAir you guys should really improve the service experience with your on site personnel. This has been one of the worst experiences.,,,
negative,American,@AmericanAir @Expedia are killing me. Over 3 hours to get NO human to help me.,,,
negative,American,@AmericanAir 1 ticket agent servicing at least 60 people on line. Waiting for an hour and a half and your phones hang up on people.,,,
negative,American,"@AmericanAir yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding.",,,
negative,American,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,,,
negative,American,"@AmericanAir thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early",,,
negative,American,"@AmericanAir on plane for JFK-&gt;SFO, been sitting here for 1.5 hours waiting for push crew, how is this acceptable?",,,
negative,American,@AmericanAir waiting for you to pick up... Coming up on 3 hours now... http://t.co/nOPq5xIsbS,,,
negative,American,@AmericanAir hey flight 5350 in dfw stuck at gate with no gate agent.  Plane full of people missing connections.,,,
negative,American,@AmericanAir so we've now been driving across DFW for over 90mins. That's half fucking way to Texarkana! #shouldhavedriven,,,
negative,American,@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?,,,
negative,American,@AmericanAir thank you for the update!,,,
negative,American,@AmericanAir pathetic service,,,
negative,American,@AmericanAir Dallas/Fort Worth flight number 5320,,,
negative,American,"@AmericanAir oh it can get better apparently. After making us wait for a gate, psych!! Now we need you to de-ice before coming to the gate!!",,,
negative,American,@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....,,,
negative,American,@AmericanAir is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed,,,
negative,American,@AmericanAir ya but u weren't sitting on the plane.,,,
negative,American,@AmericanAir I know you can't control weather but you can control how you treat customers..#shafted,,,
negative,American,@AmericanAir I have tried to talk to someone for almost 6 hrs! you Cancelled Flightled my flight and you won't pick up the phone. pathetic &amp,,,
negative,American,@AmericanAir yes. He's in the next flight,,,
negative,American,@AmericanAir several hrs Late Flight and 140 characters won't do it. Cheers though,,,
negative,American,"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please",,,
negative,American,@AmericanAir not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen,,,
negative,American,@AmericanAir hi my flight to DFW 2463 was Cancelled Flightled tonight. Called in and left my number for call back it's been 3hrs please help.,,,
negative,American,"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!",,,
negative,American,@AmericanAir Still looking as we speak.,,,
negative,American,"@AmericanAir we're on AA1401 landed at 8:55pm in Miami, but waiting for a gate. Can someone on your team help us out?!",,,
negative,American,@AmericanAir - where are my bags? Baggage claim C25 or C26 (flt# 959)?? I can see the plane from here? Why does it take 25 min???,,,
negative,American,"@AmericanAir is there only one call centre? I know it's busy right now, really need to speak to agent not computer",,,
negative,American,@AmericanAir you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks,,,
negative,American,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp,,,
negative,American,@AmericanAir I fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation,,,
negative,American,"@AmericanAir we've been on hold for over 4 hrs, you Cancelled Flighted flt 2222 phl-dfw. Need assistance!!!",,,
negative,American,@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed,,,
negative,American,@AmericanAir their flights into Buffalo as well -- You were the only flight Cancelled Flightled!!!,,,
negative,American,"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled",,,
negative,American,"@AmericanAir know that I could use that for a flight into Canada.  By they time they figured it out, it was too Late Flight to check our bags",,,
negative,American,@AmericanAir dropping the ball. Again. No catering. Plane switch. No gate attendant. 2 hours Late Flight. Really nice.,,,
negative,American,@AmericanAir its Adolfo Garcia,,,
negative,American,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?",,,
negative,American,"@AmericanAir my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?",,,
negative,American,@AmericanAir hats off to Admiral Lounge attendant @ YYZ Terminal 3 who gave her banana to our toddler when none avail elsewhere.,,,
negative,American,"@AmericanAir ""We'll drop off your luggage 24 hours after your flight"" is ridiculous.",,,
negative,American,@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?,,,
negative,American,"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!",,,
negative,American,@AmericanAir I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.,,,
negative,American,@AmericanAir  A true #AmericanView ...The National Mall http://t.co/N7ExdbcRHg,,,
negative,American,"@vanessaannz seriously, you hate @AmericanAir since they can't accommodate you due to inclemental  weather disruptions? lol, very funny",,,
negative,American,@AmericanAir gotta be worse than @delta w/ on time departures.  I rushed back to terminal C for 8:25 flight but they haven't strtd boarding.,,,
negative,American,@AmericanAir I know you are getting pummeled tonight @dfwairport we were one of the lucky out of @slcairport just one more @AUStinAirport,,,
negative,American,@AmericanAir And gold status too.,,,
negative,American,@AmericanAir In car gng to DFW. Pulled over 1hr ago - very icy roads. On-hold with AA since 1hr. Can't reach arpt for AA2450. Wat 2 do?,,,
negative,American,@AmericanAir was told at 7pm my bags would 1000% be at my house by 9pm. Well they're not and I continue to be lied to.,,,
negative,American,@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...,,,
negative,American,@AmericanAir It's not your agents,,,
negative,American,"@AmericanAir I was on flt 2222 tomorrow, they moved me to 750. I need it moved to Tuesday. the roads won't be better for flight 750. thanks",,,
negative,American,@AmericanAir I'm on #1058 tmrw from CUN DFW. Final dest'n is ORD. Seeing freezing rain in DFW all morning. Should I change my connection?,,,
negative,American,@AmericanAir no other (what should be valid) Circle Pacific itineraries can be booked either - always makes all US dest. invalid 4 last leg,,,
negative,American,@AmericanAir I am trying to add my tsa pre check number to my reservation online and don't see an option to do that..?? #nosecuritylines,,,
negative,American,@AmericanAir you have the poorest trained employees at these desks. I haven't even started to discuss the #lostluggage yet,,,
negative,American,@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid,,,
negative,American,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.,,,
negative,American,@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....,,,
negative,American,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,,,
negative,American,@AmericanAir what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone,,,
negative,American,@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight,,,
negative,American,"@AmericanAir @derekc21 , to my surprise  BA doesn't  have  me registered in the system , I was getting hopeful :(, Lets step it up , Okay ?",,,
negative,American,@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,,,
negative,American,"@AmericanAir Thanks for the reply, but a functioning plane four hours ago was the only way to do that. The staff was friendly, tho.",,,
negative,American,Thank you for sending more details  @AmericanAir: They're pretty handy dandy. more info here: http://t.co/FvlxIRh1F1 #LookforwardtoflywithAA,,,
negative,American,@AmericanAir aa223 being ignored,,,
negative,American,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",,,
negative,American,@AmericanAir that's the number I called -it wouldn't let me speak to an agent because of the issues with weather today,,,
negative,American,@AmericanAir usually raving about the service to LAX. Your nbr1 and helper can't figure out how to hang a coat and serve a drink. 6F,,,
negative,American,"@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time",,,
negative,American,@AmericanAir what do kids aged 11 and 12 need to fly with AA internally within the usa. Thanks for confirming,,,
negative,American,@AmericanAir absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not closed.,,,
negative,American,"@AmericanAir I didn't miss my flight.  American Airlines gave my ticket, as well as 6 other passengers tickets away. Not my fault.",,,
negative,American,@AmericanAir Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now,,,
negative,American,@AmericanAir DM sent. Answer me please,,,
negative,American,"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines",,,
negative,American,@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,,,
negative,American,@AmericanAir I've never witnessed such covert tactics from an airline.,,,
negative,American,@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,,,
negative,American,@AmericanAir it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items,,,
negative,American,@AmericanAir American Airlines.,,,
negative,American,@AmericanAir all of these issues are not based on weather or things that are out of your control. These  issues are based on negligence.,,,
negative,American,@AmericanAir the worst air experience I have ever had and I am not in the first plane yet.,,,
negative,American,@AmericanAir I just DMed you,,,
negative,American,@AmericanAir why is it most first class passengers now request the sand which from coach ?,,,
negative,American,@AmericanAir @DAI_President Good luck at DFW this evening AA!,,,
negative,American,@AmericanAir so we have a Cancelled Flightled flight in about twelve hours. Maybe we'll have heard from an AA rep at that point.,,,
negative,American,"@AmericanAir on hold for 3 hours...got an agent, immediately txfd me to change cncdld flight...told it would be 1 min, 80 min Late Flightr, waiting",,,
negative,American,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,,,
negative,American,@AmericanAir flight attendants on AA2402 were spectacular.Fed the ENTIRE cabin then food from coach. Why do you keep serving this vile food,,,
negative,American,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",,,
negative,American,"@americanair seriously, pls pls bring more people up to help us! There are still flights to ORD frm DFW and I want in http://t.co/o3CjsVSsqF",,,
negative,American,@AmericanAir @carlw1980 I have followed and dm'd you. . . Please respond to my concern too. Really disappointed with customer service.,,,
negative,American,"@AmericanAir  To add, I have to get up to go to work tomorrow am.  I don't like having to wait up until 12 or Late Flightr.  CS sucks.",,,
negative,American,"@AmericanAir just when I thought you guys were done messing up, you make it worse. Your airline ruins hopes and dreams.",,,
negative,American,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl,,,
negative,American,@AmericanAir approaching three hours sitting in the plane on the ground at DFW on #AmericanAirlines flight 3056 - Oscar performance,,,
negative,American,"@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight.",,,
negative,American,@AmericanAir checking into a flight on your website is about as easy as asking a bear to shit in a toilet #justsaying,,,
negative,American,@AmericanAir makes some small improvements and retains their program they win all. They keep the crappy food and change advantage they lose,,,
negative,American,@AmericanAir AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.,,,
negative,American,@AmericanAir how have you not loaded our luggage on the plane and were OVER an hour delayed? #Flight293,,,
negative,American,@AmericanAir I spent $600 on my flight. Could have gone on @united for $382 but their mileage program sucks.,,,
negative,American,"@americanair Plz bring more agents up to DFW AA Cstmr srvc ctr gates A, there are only 2 agents and 100+ ppl... http://t.co/uCvEU2hurZ",,,
negative,American,@AmericanAir the food served on AA2402 was vile and gross.The entire cabin did not eat their meal. Survey the flight crew. Another gross out,,,
negative,American,@AmericanAir the bags arent even loaded on the plane??? #Flight293,,,
negative,American,@AmericanAir never got an update and we had the worst communication from u. Our flight delay was mechanical and not a word. #poorservice,,,
negative,American,"@AmericanAir looks like I have. Best I can hope for I guess. It's on us air, so I don't think I'll get miles on Alaska. Which sucks.",,,
negative,American,@AmericanAir my #Navy sisters flight 2470 cancld. She can't get an agent. They've called her back to be put on hold &amp,,,
negative,American,@AmericanAir My wife &amp,,,
negative,American,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?,,,
negative,American,@americanair anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight,,,
negative,American,"@AmericanAir also the problem is not calling us at all. Other airlines send an automatic call and email, and they rebook as a courtesy.",,,
negative,American,"@AmericanAir Why can't you handle your customers needs? Cancelled Flightled flight, 800 number leads to a quick ""Goodbye"" Very Sad!",,,
negative,American,@AmericanAir VERY upset that I cannot select seats for Tuesday flight online or over the phone. Terrible customer service :( Please help!,,,
negative,American,"@AmericanAir I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",,,
